,hgnc_symbol,human_ensembl_gene_id,mouse_ensembl_gene_id,mgi_symbol
92,DNAJC9,ENSG00000213551,ENSMUSG00000021811,Dnajc9
93,DNASE1,ENSG00000213918,ENSMUSG00000005980,Dnase1
94,DPP3,ENSG00000254986,ENSMUSG00000063904,Dpp3
95,DND1,ENSG00000256453,ENSMUSG00000044595,Dnd1
96,DOC2B,ENSG00000272636,ENSMUSG00000020848,Doc2b
97,,,ENSMUSG00000024871,Doc2g
98,,,ENSMUSG00000064010,Dppa1
99,,,ENSMUSG00000078190,Dnm3os
100,,,ENSMUSG00000115067,Dpep2
0,DVL2,ENSG00000004975,ENSMUSG00000020888,Dvl2
1,DSG2,ENSG00000046604,ENSMUSG00000044393,Dsg2
2,DTNBP1,ENSG00000047579,ENSMUSG00000057531,Dtnbp1
3,DRD4,ENSG00000069696,ENSMUSG00000025496,Drd4
4,DUSP13B,ENSG00000079393,ENSMUSG00000021768,Dusp13
5,DUSP12,ENSG00000081721,ENSMUSG00000026659,Dusp12
6,DTX2,ENSG00000091073,ENSMUSG00000004947,Dtx2
7,DPYSL2,ENSG00000092964,ENSMUSG00000022048,Dpysl2
8,DSP,ENSG00000096696,ENSMUSG00000054889,Dsp
9,DRP2,ENSG00000102385,ENSMUSG00000000223,Drp2
10,DTWD1,ENSG00000104047,ENSMUSG00000023330,Dtwd1
11,DUS4L,ENSG00000105865,ENSMUSG00000020648,Dus4l
12,DVL1,ENSG00000107404,ENSMUSG00000029071,Dvl1
13,DRG2,ENSG00000108591,ENSMUSG00000020537,Drg2
14,DTX4,ENSG00000110042,ENSMUSG00000039982,Dtx4
15,DUSP16,ENSG00000111266,ENSMUSG00000030203,Dusp16
16,DSE,ENSG00000111817,ENSMUSG00000039497,Dse
17,DUSP22,ENSG00000112679,ENSMUSG00000069255,Dusp22
18,DROSHA,ENSG00000113360,ENSMUSG00000022191,Drosha
19,DPYSL3,ENSG00000113657,ENSMUSG00000024501,Dpysl3
20,DR1,ENSG00000117505,ENSMUSG00000029265,Dr1
21,DUSP1,ENSG00000120129,ENSMUSG00000024190,Dusp1
22,DUSP4,ENSG00000120875,ENSMUSG00000031530,Dusp4
23,DPPA4,ENSG00000121570,ENSMUSG00000058550,Dppa4
24,DTD1,ENSG00000125821,ENSMUSG00000027430,Dtd1
25,DSTN,ENSG00000125868,ENSMUSG00000015932,Dstn
26,DUT,ENSG00000128951,ENSMUSG00000027203,Dut
27,DUSP9,ENSG00000130829,ENSMUSG00000031383,Dusp9
28,DSTYK,ENSG00000133059,ENSMUSG00000042046,Dstyk
29,DYDC2,ENSG00000133665,ENSMUSG00000021791,Dydc2
30,DUSP26,ENSG00000133878,ENSMUSG00000039661,Dusp26
31,DSC2,ENSG00000134755,ENSMUSG00000024331,Dsc2
32,DSG3,ENSG00000134757,ENSMUSG00000056632,Dsg3
33,DSG1,ENSG00000134760,ENSMUSG00000034774,Dsg1c
34,DSG1,ENSG00000134760,ENSMUSG00000061928,Dsg1b
35,DSG1,ENSG00000134760,ENSMUSG00000069441,Dsg1a
36,DSC3,ENSG00000134762,ENSMUSG00000059898,Dsc3
37,DSC1,ENSG00000134765,ENSMUSG00000044322,Dsc1
38,DTNA,ENSG00000134769,ENSMUSG00000024302,Dtna
39,DTX1,ENSG00000135144,ENSMUSG00000029603,Dtx1
40,DRAM1,ENSG00000136048,ENSMUSG00000020057,Dram1
41,DSCC1,ENSG00000136982,ENSMUSG00000022422,Dscc1
42,DUOX1,ENSG00000137857,ENSMUSG00000033268,Duox1
43,DUSP5,ENSG00000138166,ENSMUSG00000034765,Dusp5
44,DUSP6,ENSG00000139318,ENSMUSG00000019960,Dusp6
45,DUOXA1,ENSG00000140254,ENSMUSG00000027224,Duoxa1
46,DUOXA2,ENSG00000140274,ENSMUSG00000027225,Duoxa2
47,DUOX2,ENSG00000140279,ENSMUSG00000068452,Duox2
48,DYM,ENSG00000141627,ENSMUSG00000035765,Dym
49,DUS3L,ENSG00000141994,ENSMUSG00000007603,Dus3l
50,DPT,ENSG00000143196,ENSMUSG00000026574,Dpt
51,DTL,ENSG00000143476,ENSMUSG00000037474,Dtl
52,DUSP10,ENSG00000143507,ENSMUSG00000039384,Dusp10
53,DQX1,ENSG00000144045,ENSMUSG00000009145,Dqx1
54,DUSP11,ENSG00000144048,ENSMUSG00000030002,Dusp11
55,DPYS,ENSG00000147647,ENSMUSG00000022304,Dpys
56,DRD2,ENSG00000149295,ENSMUSG00000032259,Drd2
57,DUSP15,ENSG00000149599,ENSMUSG00000042662,Dusp15
58,DSN1,ENSG00000149636,ENSMUSG00000027635,Dsn1
59,DRD3,ENSG00000151577,ENSMUSG00000022705,Drd3
60,DPYSL4,ENSG00000151640,ENSMUSG00000025478,Dpysl4
61,DST,ENSG00000151914,ENSMUSG00000026131,Dst
62,DSPP,ENSG00000152591,ENSMUSG00000053268,Dspp
63,DPY19L4,ENSG00000156162,ENSMUSG00000045205,Dpy19l4
64,DRAM2,ENSG00000156171,ENSMUSG00000027900,Dram2
65,DPYSL5,ENSG00000157851,ENSMUSG00000029168,Dpysl5
66,DUSP2,ENSG00000158050,ENSMUSG00000027368,Dusp2
67,DUSP23,ENSG00000158716,ENSMUSG00000026544,Dusp23
68,DVL3,ENSG00000161202,ENSMUSG00000003233,Dvl3
69,DPY30,ENSG00000162961,ENSMUSG00000024067,Dpy30
70,DUSP19,ENSG00000162999,ENSMUSG00000027001,Dusp19
71,DTX3L,ENSG00000163840,ENSMUSG00000049502,Dtx3l
72,DUSP7,ENSG00000164086,ENSMUSG00000053716,Dusp7
73,DUSP18,ENSG00000167065,ENSMUSG00000047205,Dusp18
74,DTYMK,ENSG00000168393,ENSMUSG00000026281,Dtymk
75,DTWD2,ENSG00000169570,ENSMUSG00000024505,Dtwd2
76,DRD5,ENSG00000169676,ENSMUSG00000039358,Drd5
77,DUS1L,ENSG00000169718,ENSMUSG00000025155,Dus1l
78,DYDC1,ENSG00000170788,ENSMUSG00000021790,Dydc1
79,DSEL,ENSG00000171451,ENSMUSG00000038702,Dsel
80,DSCAM,ENSG00000171587,ENSMUSG00000050272,Dscam
81,DPY19L1,ENSG00000173852,ENSMUSG00000043067,Dpy19l1
82,DSG4,ENSG00000175065,ENSMUSG00000001804,Dsg4
83,DRAP1,ENSG00000175550,ENSMUSG00000024914,Drap1
84,DSCAML1,ENSG00000177103,ENSMUSG00000032087,Dscaml1
85,DPY19L2,ENSG00000177990,ENSMUSG00000085576,Dpy19l2
86,DTX3,ENSG00000178498,ENSMUSG00000040415,Dtx3
87,DPY19L3,ENSG00000178904,ENSMUSG00000043671,Dpy19l3
88,DUSP8,ENSG00000184545,ENSMUSG00000037887,Dusp8
89,DRG1,ENSG00000185721,ENSMUSG00000020457,Drg1
90,DPPA3,ENSG00000187569,ENSMUSG00000046323,Dppa3
91,DUSP28,ENSG00000188542,ENSMUSG00000047067,Dusp28
92,DPYD,ENSG00000188641,ENSMUSG00000033308,Dpyd
93,DUSP21,ENSG00000189037,ENSMUSG00000025043,Dusp21
94,DYNC1H1,ENSG00000197102,ENSMUSG00000018707,Dync1h1
95,DPPA5,ENSG00000203909,ENSMUSG00000060461,Dppa5a
96,DUSP14,ENSG00000276023,ENSMUSG00000018648,Dusp14
97,,,ENSMUSG00000003518,Dusp3
98,,,ENSMUSG00000071454,Dtnb
0,E2F2,ENSG00000007968,ENSMUSG00000018983,E2f2
1,DYRK4,ENSG00000010219,ENSMUSG00000030345,Dyrk4
2,DYNC1I2,ENSG00000077380,ENSMUSG00000027012,Dync1i2
3,EBF4,ENSG00000088881,ENSMUSG00000053552,Ebf4
4,DYNLL1,ENSG00000088986,ENSMUSG00000009013,Dynll1
5,ECHDC1,ENSG00000093144,ENSMUSG00000019883,Echdc1
6,E2F1,ENSG00000101412,ENSMUSG00000027490,E2f1
7,EARS2,ENSG00000103356,ENSMUSG00000030871,Ears2
8,ECH1,ENSG00000104823,ENSMUSG00000053898,Ech1
9,DYRK1B,ENSG00000105204,ENSMUSG00000002409,Dyrk1b
10,EBI3,ENSG00000105246,ENSMUSG00000003206,Ebi3
11,EBF3,ENSG00000108001,ENSMUSG00000010476,Ebf3
12,E2F3,ENSG00000112242,ENSMUSG00000016477,E2f3
13,ECE1,ENSG00000117298,ENSMUSG00000057530,Ece1
14,EBNA1BP2,ENSG00000117395,ENSMUSG00000028729,Ebna1bp2
15,ECHDC2,ENSG00000121310,ENSMUSG00000028601,Echdc2
16,ECD,ENSG00000122882,ENSMUSG00000021810,Ecd
17,EBPL,ENSG00000123179,ENSMUSG00000021928,Ebpl
18,DYNLRB1,ENSG00000125971,ENSMUSG00000047459,Dynlrb1
19,DYRK2,ENSG00000127334,ENSMUSG00000028630,Dyrk2
20,ECHS1,ENSG00000127884,ENSMUSG00000025465,Echs1
21,E2F8,ENSG00000129173,ENSMUSG00000046179,E2f8
22,EAPP,ENSG00000129518,ENSMUSG00000054302,Eapp
23,E2F5,ENSG00000133740,ENSMUSG00000027552,E2f5
24,ECHDC3,ENSG00000134463,ENSMUSG00000039063,Echdc3
25,DZIP1,ENSG00000134874,ENSMUSG00000042156,Dzip1
26,DYSF,ENSG00000135636,ENSMUSG00000033788,Dysf
27,DYNC1LI2,ENSG00000135720,ENSMUSG00000035770,Dync1li2
28,DYNC2LI1,ENSG00000138036,ENSMUSG00000024253,Dync2li1
29,ECM1,ENSG00000143369,ENSMUSG00000028108,Ecm1
30,DYRK3,ENSG00000143479,ENSMUSG00000016526,Dyrk3
31,EAF1,ENSG00000144597,ENSMUSG00000021890,Eaf1
32,DYNC1LI1,ENSG00000144635,ENSMUSG00000032435,Dync1li1
33,EAF2,ENSG00000145088,ENSMUSG00000022838,Eaf2
34,ECE2,ENSG00000145194,ENSMUSG00000022842,Ece2
35,DYNLT1,ENSG00000146425,ENSMUSG00000000579,Dynlt1c
36,DYNLT1,ENSG00000146425,ENSMUSG00000092074,Dynlt1a
37,DYNLT1,ENSG00000146425,ENSMUSG00000095677,Dynlt1f
38,DYNLT1,ENSG00000146425,ENSMUSG00000096255,Dynlt1b
39,EBP,ENSG00000147155,ENSMUSG00000031168,Ebp
40,EBAG9,ENSG00000147654,ENSMUSG00000022339,Ebag9
41,DYRK1A,ENSG00000157540,ENSMUSG00000022897,Dyrk1a
42,DZIP1L,ENSG00000158163,ENSMUSG00000037784,Dzip1l
43,DYNC1I1,ENSG00000158560,ENSMUSG00000029757,Dync1i1
44,EBF1,ENSG00000164330,ENSMUSG00000057098,Ebf1
45,DYNLT3,ENSG00000165169,ENSMUSG00000031176,Dynlt3
46,KIAA1958,ENSG00000165185,ENSMUSG00000045071,E130308A19Rik
47,E2F7,ENSG00000165891,ENSMUSG00000020185,E2f7
48,E4F1,ENSG00000167967,ENSMUSG00000024137,E4f1
49,ECI1,ENSG00000167969,ENSMUSG00000024132,Eci1
50,DYNLRB2,ENSG00000168589,ENSMUSG00000034467,Dynlrb2
51,E2F6,ENSG00000169016,ENSMUSG00000057469,E2f6
52,RNASE2,ENSG00000169385,ENSMUSG00000050766,Ear14
53,RNASE3,ENSG00000169397,ENSMUSG00000050766,Ear14
54,RNASE2,ENSG00000169385,ENSMUSG00000062148,Ear6
55,RNASE3,ENSG00000169397,ENSMUSG00000062148,Ear6
56,RNASE2,ENSG00000169385,ENSMUSG00000072596,Ear2
57,RNASE3,ENSG00000169397,ENSMUSG00000072596,Ear2
58,RNASE2,ENSG00000169385,ENSMUSG00000072601,Ear1
59,RNASE3,ENSG00000169397,ENSMUSG00000072601,Ear1
60,RNASE2,ENSG00000169385,ENSMUSG00000090166,Ear10
61,RNASE3,ENSG00000169397,ENSMUSG00000090166,Ear10
62,ZNF764,ENSG00000169951,ENSMUSG00000078580,E430018J23Rik
63,ZNF747,ENSG00000169955,ENSMUSG00000078580,E430018J23Rik
64,ECEL1,ENSG00000171551,ENSMUSG00000026247,Ecel1
65,C3orf33,ENSG00000174928,ENSMUSG00000048581,E130311K13Rik
66,DYNC2H1,ENSG00000187240,ENSMUSG00000047193,Dync2h1
67,ECI2,ENSG00000198721,ENSMUSG00000021416,Eci3
68,ECI2,ENSG00000198721,ENSMUSG00000021417,Eci2
69,DZIP3,ENSG00000198919,ENSMUSG00000064061,Dzip3
70,E2F4,ENSG00000205250,ENSMUSG00000014859,E2f4
71,EBF2,ENSG00000221818,ENSMUSG00000022053,Ebf2
72,DYTN,ENSG00000232125,ENSMUSG00000069085,Dytn
73,DYNLL2,ENSG00000264364,ENSMUSG00000020483,Dynll2
74,,,ENSMUSG00000038925,E330034G19Rik
75,,,ENSMUSG00000044141,E130201H02Rik
76,,,ENSMUSG00000044719,E230025N22Rik
77,,,ENSMUSG00000044997,E130304I02Rik
78,,,ENSMUSG00000048747,E130114P18Rik
79,,,ENSMUSG00000051832,E230016K23Rik
80,,,ENSMUSG00000053117,E330013P04Rik
81,,,ENSMUSG00000073538,E330020D12Rik
82,,,ENSMUSG00000074887,EU599041
83,,,ENSMUSG00000078605,E030025P04Rik
84,,,ENSMUSG00000083889,E530001F21Rik
85,,,ENSMUSG00000085271,E130006D01Rik
86,,,ENSMUSG00000085600,E330012B07Rik
87,,,ENSMUSG00000086369,E330017L17Rik
88,,,ENSMUSG00000086782,E130102H24Rik
89,,,ENSMUSG00000086843,E030013I19Rik
90,,,ENSMUSG00000087177,E130307A14Rik
91,,,ENSMUSG00000087231,E230016M11Rik
92,,,ENSMUSG00000087406,E130215H24Rik
93,,,ENSMUSG00000087648,E130018N17Rik
94,,,ENSMUSG00000091994,E130317F20Rik
95,,,ENSMUSG00000095061,E030018B13Rik
96,,,ENSMUSG00000097327,E030030I06Rik
97,,,ENSMUSG00000097585,E230029C05Rik
98,,,ENSMUSG00000097740,E030044B06Rik
99,,,ENSMUSG00000097820,E530011L22Rik
100,,,ENSMUSG00000109841,E330011O21Rik
101,,,ENSMUSG00000116665,E130310I04Rik
102,,,ENSMUSG00000117011,E130008D07Rik
0,EHD3,ENSG00000013016,ENSMUSG00000024065,Ehd3
1,EHD2,ENSG00000024422,ENSMUSG00000074364,Ehd2
2,EDC4,ENSG00000038358,ENSMUSG00000036270,Edc4
3,EIF2AK2,ENSG00000055332,ENSMUSG00000024079,Eif2ak2
4,EED,ENSG00000074266,ENSMUSG00000030619,Eed
5,EDN1,ENSG00000078401,ENSMUSG00000021367,Edn1
6,EFR3B,ENSG00000084710,ENSMUSG00000020658,Efr3b
7,EIF2AK1,ENSG00000086232,ENSMUSG00000029613,Eif2ak1
8,EDEM2,ENSG00000088298,ENSMUSG00000038312,Edem2
9,EFNB1,ENSG00000090776,ENSMUSG00000031217,Efnb1
10,EFHC1,ENSG00000096093,ENSMUSG00000041809,Efhc1
11,EFNA2,ENSG00000099617,ENSMUSG00000003070,Efna2
12,EFS,ENSG00000100842,ENSMUSG00000022203,Efs
13,EEF1A2,ENSG00000101210,ENSMUSG00000016349,Eef1a2
14,EEA1,ENSG00000102189,ENSMUSG00000036499,Eea1
15,EEF2K,ENSG00000103319,ENSMUSG00000035064,Eef2k
16,EHD4,ENSG00000103966,ENSMUSG00000027293,Ehd4
17,EEF1D,ENSG00000104529,ENSMUSG00000055762,Eef1d
18,ECM2,ENSG00000106823,ENSMUSG00000043631,Ecm2
19,EDF1,ENSG00000107223,ENSMUSG00000015092,Edf1
20,EFTUD2,ENSG00000108883,ENSMUSG00000020929,Eftud2
21,EFNB3,ENSG00000108947,ENSMUSG00000003934,Efnb3
22,EHD1,ENSG00000110047,ENSMUSG00000024772,Ehd1
23,EHHADH,ENSG00000113790,ENSMUSG00000022853,Ehhadh
24,ECT2,ENSG00000114346,ENSMUSG00000027699,Ect2
25,EIF1B,ENSG00000114784,ENSMUSG00000006941,Eif1b
26,EEF1B2,ENSG00000114942,ENSMUSG00000025967,Eef1b2
27,EFEMP1,ENSG00000115380,ENSMUSG00000020467,Efemp1
28,EFHD1,ENSG00000115468,ENSMUSG00000026255,Efhd1
29,EHBP1,ENSG00000115504,ENSMUSG00000042302,Ehbp1
30,EDEM3,ENSG00000116406,ENSMUSG00000043019,Edem3
31,EGR1,ENSG00000120738,ENSMUSG00000038418,Egr1
32,EEPD1,ENSG00000122547,ENSMUSG00000036611,Eepd1
33,EGR2,ENSG00000122877,ENSMUSG00000037868,Egr2
34,EDN3,ENSG00000124205,ENSMUSG00000027524,Edn3
35,EEF1E1,ENSG00000124802,ENSMUSG00000001707,Eef1e1
36,EFNB2,ENSG00000125266,ENSMUSG00000001300,Efnb2
37,EDN2,ENSG00000127129,ENSMUSG00000028635,Edn2
38,EGLN3,ENSG00000129521,ENSMUSG00000035105,Egln3
39,ECSIT,ENSG00000130159,ENSMUSG00000066839,Ecsit
40,EDA2R,ENSG00000131080,ENSMUSG00000034457,Eda2r
41,EFR3A,ENSG00000132294,ENSMUSG00000015002,Efr3a
42,EEFSEC,ENSG00000132394,ENSMUSG00000033216,Eefsec
43,EDEM1,ENSG00000134109,ENSMUSG00000030104,Edem1
44,EHF,ENSG00000135373,ENSMUSG00000012350,Ehf
45,EGR4,ENSG00000135625,ENSMUSG00000071341,Egr4
46,EGLN1,ENSG00000135766,ENSMUSG00000031987,Egln1
47,EDAR,ENSG00000135960,ENSMUSG00000003227,Edar
48,EDNRB,ENSG00000136160,ENSMUSG00000022122,Ednrb
49,EGF,ENSG00000138798,ENSMUSG00000028017,Egf
50,EFHD2,ENSG00000142634,ENSMUSG00000040659,Efhd2
51,EFNA3,ENSG00000143590,ENSMUSG00000028039,Efna3
52,EIF2A,ENSG00000144895,ENSMUSG00000027810,Eif2a
53,EGFR,ENSG00000146648,ENSMUSG00000020122,Egfr
54,EI24,ENSG00000149547,ENSMUSG00000062762,Ei24
55,EDNRA,ENSG00000151617,ENSMUSG00000031616,Ednra
56,EDA,ENSG00000158813,ENSMUSG00000059327,Eda
57,EFHB,ENSG00000163576,ENSMUSG00000023931,Efhb
58,EDIL3,ENSG00000164176,ENSMUSG00000034488,Edil3
59,EGFLAM,ENSG00000164318,ENSMUSG00000042961,Egflam
60,EEF2,ENSG00000167658,ENSMUSG00000034994,Eef2
61,EFNA1,ENSG00000169242,ENSMUSG00000027954,Efna1
62,EIF2AK3,ENSG00000172071,ENSMUSG00000031668,Eif2ak3
63,EFCAB3,ENSG00000172421,ENSMUSG00000020690,Efcab3
64,EFEMP2,ENSG00000172638,ENSMUSG00000024909,Efemp2
65,EGFL7,ENSG00000172889,ENSMUSG00000026921,Egfl7
66,EHBP1L1,ENSG00000173442,ENSMUSG00000024937,Ehbp1l1
67,EIF1AX,ENSG00000173674,ENSMUSG00000067194,Eif1ax
68,EIF1,ENSG00000173812,ENSMUSG00000035530,Eif1
69,EIF1AD,ENSG00000175376,ENSMUSG00000024841,Eif1ad
70,EID2,ENSG00000176396,ENSMUSG00000046058,Eid2
71,EID2B,ENSG00000176401,ENSMUSG00000070705,Eid2b
72,EFCAB5,ENSG00000176927,ENSMUSG00000050944,Efcab5
73,EDC3,ENSG00000179151,ENSMUSG00000038957,Edc3
74,EGR3,ENSG00000179388,ENSMUSG00000033730,Egr3
75,EHMT1,ENSG00000181090,ENSMUSG00000036893,Ehmt1
76,EDDM3B,ENSG00000181552,ENSMUSG00000072575,Eddm3b
77,EDDM3A,ENSG00000181562,ENSMUSG00000072575,Eddm3b
78,EFHC2,ENSG00000183690,ENSMUSG00000025038,Efhc2
79,EFNA5,ENSG00000184349,ENSMUSG00000048915,Efna5
80,EFCAB10,ENSG00000185055,ENSMUSG00000020562,Efcab10
81,EDARADD,ENSG00000186197,ENSMUSG00000095105,Edaradd
82,EFCAB6,ENSG00000186976,ENSMUSG00000022441,Efcab6
83,EGFL6,ENSG00000198759,ENSMUSG00000000402,Egfl6
84,EFCAB2,ENSG00000203666,ENSMUSG00000026495,Efcab2
85,ECT2L,ENSG00000203734,ENSMUSG00000071392,Ect2l
86,EFCAB7,ENSG00000203965,ENSMUSG00000073791,Efcab7
87,EHMT2,ENSG00000204371,ENSMUSG00000013787,Ehmt2
88,EFCAB9,ENSG00000214360,ENSMUSG00000044056,Efcab9
89,EFCAB8,ENSG00000215529,ENSMUSG00000044083,Efcab8
90,EGFL8,ENSG00000241404,ENSMUSG00000015467,Egfl8
91,EFNA4,ENSG00000243364,ENSMUSG00000028040,Efna4
92,ECSCR,ENSG00000249751,ENSMUSG00000073599,Ecscr
93,EEF1G,ENSG00000254772,ENSMUSG00000071644,Eef1g
94,EID3,ENSG00000255150,ENSMUSG00000109864,Eid3
95,EGLN2,ENSG00000269858,ENSMUSG00000058709,Egln2
96,,,ENSMUSG00000037742,Eef1a1
97,,,ENSMUSG00000057561,Eif1a
98,,,ENSMUSG00000063600,Egfem1
99,,,ENSMUSG00000091337,Eid1
0,ELAC2,ENSG00000006744,ENSMUSG00000020549,Elac2
1,ELOVL5,ENSG00000012660,ENSMUSG00000032349,Elovl5
2,ELN,ENSG00000049540,ENSMUSG00000029675,Eln
3,ELMO2,ENSG00000062598,ENSMUSG00000017670,Elmo2
4,EIF4B,ENSG00000063046,ENSMUSG00000058655,Eif4b
5,ELAVL1,ENSG00000066044,ENSMUSG00000040028,Elavl1
6,ELOVL1,ENSG00000066322,ENSMUSG00000006390,Elovl1
7,EML1,ENSG00000066629,ENSMUSG00000058070,Eml1
8,EIF2B3,ENSG00000070785,ENSMUSG00000028683,Eif2b3
9,EIF4G3,ENSG00000075151,ENSMUSG00000028760,Eif4g3
10,EIF3I,ENSG00000084623,ENSMUSG00000028798,Eif3i
11,EIF3L,ENSG00000100129,ENSMUSG00000033047,Eif3l
12,EIF3D,ENSG00000100353,ENSMUSG00000016554,Eif3d
13,EIF5,ENSG00000100664,ENSMUSG00000021282,Eif5
14,ELF4,ENSG00000102034,ENSMUSG00000031103,Elf4
15,EMD,ENSG00000102119,ENSMUSG00000001964,Emd
16,ELMO3,ENSG00000102890,ENSMUSG00000014791,Elmo3
17,EIF3E,ENSG00000104408,ENSMUSG00000022336,Eif3e
18,ELL,ENSG00000105656,ENSMUSG00000070002,Ell
19,EIF3B,ENSG00000106263,ENSMUSG00000056076,Eif3b
20,EIF4H,ENSG00000106682,ENSMUSG00000040731,Eif4h
21,ELAVL2,ENSG00000107105,ENSMUSG00000008489,Elavl2
22,EIF3A,ENSG00000107581,ENSMUSG00000024991,Eif3a
23,ELF2,ENSG00000109381,ENSMUSG00000037174,Elf2
24,ELP4,ENSG00000109911,ENSMUSG00000027167,Elp4
25,EIF4G2,ENSG00000110321,ENSMUSG00000005610,Eif4g2
26,ELMOD1,ENSG00000110675,ENSMUSG00000041986,Elmod1
27,ELK3,ENSG00000111145,ENSMUSG00000008398,Elk3
28,EIF2B1,ENSG00000111361,ENSMUSG00000029388,Eif2b1
29,EIF4G1,ENSG00000114867,ENSMUSG00000045983,Eif4g1
30,EIF2B4,ENSG00000115211,ENSMUSG00000029145,Eif2b4
31,ELMOD3,ENSG00000115459,ENSMUSG00000056698,Elmod3
32,ELOVL4,ENSG00000118402,ENSMUSG00000032262,Elovl4
33,ELL2,ENSG00000118985,ENSMUSG00000001542,Ell2
34,EIF2B2,ENSG00000119718,ENSMUSG00000004788,Eif2b2
35,ELOVL3,ENSG00000119915,ENSMUSG00000038754,Elovl3
36,ELF1,ENSG00000120690,ENSMUSG00000036461,Elf1
37,EML2,ENSG00000125746,ENSMUSG00000040811,Eml2
38,EIF2S2,ENSG00000125977,ENSMUSG00000074656,Eif2s2
39,EMG1,ENSG00000126749,ENSMUSG00000004268,Emg1
40,ELK1,ENSG00000126767,ENSMUSG00000009406,Elk1
41,EIF2AK4,ENSG00000128829,ENSMUSG00000005102,Eif2ak4
42,ELL3,ENSG00000128886,ENSMUSG00000027246,Ell3
43,ELOF1,ENSG00000130165,ENSMUSG00000013822,Elof1
44,EIF3G,ENSG00000130811,ENSMUSG00000070319,Eif3g
45,EMILIN2,ENSG00000132205,ENSMUSG00000024053,Emilin2
46,EIF5A,ENSG00000132507,ENSMUSG00000078812,Eif5a
47,EIF5AL1,ENSG00000253626,ENSMUSG00000078812,Eif5a
48,EIF2S1,ENSG00000134001,ENSMUSG00000021116,Eif2s1
49,ELP3,ENSG00000134014,ENSMUSG00000022031,Elp3
50,EMP1,ENSG00000134531,ENSMUSG00000030208,Emp1
51,ELP2,ENSG00000134759,ENSMUSG00000024271,Elp2
52,ELF5,ENSG00000135374,ENSMUSG00000027186,Elf5
53,EIF4E2,ENSG00000135930,ENSMUSG00000026254,Eif4e2
54,EMILIN1,ENSG00000138080,ENSMUSG00000029163,Emilin1
55,EIF4A3,ENSG00000141543,ENSMUSG00000025580,Eif4a3
56,ELAC1,ENSG00000141642,ENSMUSG00000036941,Elac1
57,EIF2D,ENSG00000143486,ENSMUSG00000026427,Eif2d
58,EML4,ENSG00000143924,ENSMUSG00000032624,Eml4
59,EIF2B5,ENSG00000145191,ENSMUSG00000003235,Eif2b5
60,EIF3H,ENSG00000147677,ENSMUSG00000022312,Eif3h
61,EIF4EBP2,ENSG00000148730,ENSMUSG00000020091,Eif4ebp2
62,EIF3M,ENSG00000149100,ENSMUSG00000027170,Eif3m
63,EML3,ENSG00000149499,ENSMUSG00000071647,Eml3
64,EIF4E,ENSG00000151247,ENSMUSG00000028156,Eif4e
65,EME1,ENSG00000154920,ENSMUSG00000039055,Eme1
66,ELMO1,ENSG00000155849,ENSMUSG00000041112,Elmo1
67,EIF4A2,ENSG00000156976,ENSMUSG00000022884,Eif4a2
68,EIF5B,ENSG00000158417,ENSMUSG00000026083,Eif5b
69,ELK4,ENSG00000158711,ENSMUSG00000026436,Elk4
70,EIF4A1,ENSG00000161960,ENSMUSG00000059796,Eif4a1
71,ELAVL4,ENSG00000162374,ENSMUSG00000028546,Elavl4
72,EIF4E3,ENSG00000163412,ENSMUSG00000093661,Eif4e3
73,ELF3,ENSG00000163435,ENSMUSG00000003051,Elf3
74,EIF5A2,ENSG00000163577,ENSMUSG00000050192,Eif5a2
75,EMCN,ENSG00000164035,ENSMUSG00000054690,Emcn
76,ELOVL7,ENSG00000164181,ENSMUSG00000021696,Elovl7
77,EML5,ENSG00000165521,ENSMUSG00000051166,Eml5
78,ELFN2,ENSG00000166897,ENSMUSG00000043460,Elfn2
79,ELOVL6,ENSG00000170522,ENSMUSG00000041220,Elovl6
80,EMB,ENSG00000170571,ENSMUSG00000021728,Emb
81,EIF3F,ENSG00000175390,ENSMUSG00000031029,Eif3f
82,EIF4E1B,ENSG00000175766,ENSMUSG00000074895,Eif4e1b
83,EIF3K,ENSG00000178982,ENSMUSG00000053565,Eif3k
84,ELMOD2,ENSG00000179387,ENSMUSG00000035151,Elmod2
85,EIF2S3B,ENSG00000180574,ENSMUSG00000069049,Eif2s3y
86,EMILIN3,ENSG00000183798,ENSMUSG00000050700,Emilin3
87,EIF3C,ENSG00000184110,ENSMUSG00000030738,Eif3c
88,EIF3CL,ENSG00000205609,ENSMUSG00000030738,Eif3c
89,EIF4ENIF1,ENSG00000184708,ENSMUSG00000020454,Eif4enif1
90,EMID1,ENSG00000186998,ENSMUSG00000034164,Emid1
91,EIF4EBP1,ENSG00000187840,ENSMUSG00000031490,Eif4ebp1
92,ELAVL3,ENSG00000196361,ENSMUSG00000003410,Elavl3
93,ELANE,ENSG00000197561,ENSMUSG00000020125,Elane
94,EME2,ENSG00000197774,ENSMUSG00000073436,Eme2
95,ELOVL2,ENSG00000197977,ENSMUSG00000021364,Elovl2
96,EMP2,ENSG00000213853,ENSMUSG00000022505,Emp2
97,EML6,ENSG00000214595,ENSMUSG00000044072,Eml6
98,ELFN1,ENSG00000225968,ENSMUSG00000048988,Elfn1
99,EIF6,ENSG00000242372,ENSMUSG00000027613,Eif6
100,EIF4EBP3,ENSG00000243056,ENSMUSG00000090264,Eif4ebp3
